"Id","MSSubClass","MSZoning","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinSF2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","ScreenPorch","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","SalePrice","TotalSpaceSF","LotFA","RmsPerLivSpc","TotalBath","FPperSF","YearRemodAdd_tog","MasVnrArea_tog","BsmtFinSF1_tog","BsmtFinSF2_tog","GarageArea_tog","WoodDeckSF_tog","OpenPorchSF_tog","ScreenPorch_tog"
58,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","High",7,"5",2004,2004,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","Low","High",2004,"RFn",2,565,"TA","TA","Y",0,70,0,"Low","None","None",0,"Med","Med_High",196500,2580,196.912001186152,0.00406976744186047,3,0,1,0,0,0,1,0,1,0
59,60,"RL","Pave","None","IRG","HLS","AllPub","CulD","Gtl","Lux","Fam","High",10,"5",2006,2006,"Med","Low","VinylSd","VinylSd","BrkFace",1031,"Ex","TA","Other","Ex","High","Gd","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","Highest",2006,"Fin",3,641,"TA","TA","Y",192,0,0,"Low","None","None",0,"High","High",438780,4355,182.970081644838,0.0033955857385399,4,0.000229621125143513,1,1,0,0,1,1,0,0
60,20,"RL","Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","Med_High","Fam","Med",5,"7",1972,1972,"Low","Low","High","Med","None",0,"TA","TA","Stone","TA","High","Med","Med",632,0,"GasA","Ex","Y","High","TA","High","Low","Med",1973,"Unf",1,352,"TA","TA","Y",196,0,0,"Low","Med","None",0,"Med","Med_High",124900,1560,144.852813742386,0.00512820512820513,1,0,1,0,1,0,1,1,0,0
61,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",6,"5",2004,2004,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","Med",941,0,"GasA","Ex","Y","High","Gd","High","Low","Med",2006,"Unf",2,576,"TA","TA","Y",0,50,0,"Low","None","None",0,"High","High",158000,2316,177.332847423652,0.00431778929188256,2,0,1,0,1,0,1,0,1,0
62,75,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Fam","Low",5,"7",1920,1996,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","Med","No","Med",0,0,"GasA","Med","N","High","Fa","High","Low","Med",1935,"Unf",1,288,"TA","TA","N",0,0,0,"Low","None","None",0,"Med","Med_High",101000,1641,144.852813742386,0.0054005400540054,1,0,1,0,0,0,1,0,0,0
63,120,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","Med",8,"5",2006,2006,"Low","Low","VinylSd","VinylSd","Stone",178,"Gd","TA","Other","Gd","High","Med","High",24,0,"GasA","Ex","Y","High","Gd","High","TA","High",2006,"RFn",2,484,"TA","TA","Y",120,49,0,"Low","None","None",0,"Med","Med_High",202500,2740,124.262070743284,0.00437956204379562,2,0.000364963503649635,1,1,1,0,1,1,1,0
64,70,"Othr","Pave","None","IRG","Bnk","AllPub","NotCulD","Gtl","Low","Fam","High",7,"6",1921,1950,"Low","Low","High","Low","None",0,"TA","TA","BrkTil","TA","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","Low","Med",1990,"Unf",2,480,"TA","TA","Y",12,11,0,"Low","High","None",0,"Med","Med_High",140000,2286,151.488915650922,0.00526315789473684,2,0,0,0,0,0,1,1,1,0
65,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","High",7,"5",1997,1998,"Low","Low","VinylSd","VinylSd","BrkFace",573,"TA","TA","Other","Gd","High","No","High",739,0,"GasA","Ex","Y","High","Gd","High","Low","High",1998,"RFn",2,645,"TA","TA","Y",576,36,0,"Low","High","None",0,"Med","Med_High",219500,3091,165.272719756606,0.00393313667649951,3,0,1,1,1,0,1,1,1,0
66,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","High",8,"5",2004,2005,"Low","Low","VinylSd","VinylSd","BrkFace",344,"Gd","TA","Other","Ex","High","Med","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","Highest",2004,"RFn",3,852,"TA","TA","Y",192,151,0,"Low","None","None",0,"Med","Med_High",317000,3616,173.933651009242,0.00363930448847554,3,0.000276548672566372,1,1,0,0,1,1,1,0
67,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",7,"5",1970,1989,"Low","Low","Highest","Med","BrkFace",287,"TA","TA","Stone","Gd","High","Gd","High",912,0,"GasA","Med","Y","High","TA","Med","TA","High",1970,"RFn",2,576,"TA","TA","Y",301,0,0,"Low","None","None",0,"Med","Med_High",180000,4154,237.222441131004,0.0031717263253285,2,0.000240731824747232,1,1,1,0,1,1,0,0
68,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",7,"5",2003,2003,"Low","Low","VinylSd","VinylSd","BrkFace",167,"Gd","TA","Other","Gd","High","Med","High",1013,0,"GasA","Ex","Y","High","Gd","High","Low","High",2003,"RFn",2,558,"TA","TA","Y",144,29,0,"Low","None","None",0,"Med","Med_High",226000,2932,175.271486868351,0.00473292765382015,2,0,1,1,1,0,1,1,1,0
69,30,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",4,"6",1945,1950,"Low","Low","Med","Low","None",0,"TA","Gd","Stone","TA","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","Low","High",1945,"Unf",1,220,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",80000,1494,114.882250993909,0.00535475234270415,1,0,0,0,0,0,1,0,0,0
70,50,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Low",7,"4",1953,1953,"Low","Low","Highest","Lowest","None",0,"Gd","TA","Stone","TA","High","No","Low",603,0,"GasW","Med","Y","High","TA","High","TA","High",1953,"Fin",2,667,"TA","TA","Y",0,21,0,"Low","None","None",0,"Med","Med_High",225000,3591,205.871934396805,0.00306077831219939,2,0.000278473962684489,1,0,1,0,1,0,1,0
71,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",7,"6",1973,1973,"Low","Low","Highest","Med","BrkFace",1115,"TA","Gd","Stone","Gd","High","Gd","Med",1880,0,"GasA","Ex","Y","High","TA","High","TA","High",1973,"Fin",2,516,"TA","TA","Y",300,0,0,"Low","None","None",0,"Med","Med_High",244000,4446,211.837493982026,0.0035987404408457,2,0.000449842555105713,1,1,1,0,1,1,0,0
72,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med","Fam","Med",4,"6",1982,2006,"Low","Low","High","Med","None",0,"TA","TA","Stone","TA","High","No","Med",565,0,"GasA","Med","Y","High","TA","High","Low","Med",1987,"Unf",2,360,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",129500,1690,156.17224328879,0.00473372781065089,1,0,1,0,1,0,1,0,0,0
73,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",7,"5",1998,1998,"Low","Low","VinylSd","VinylSd","BrkFace",40,"TA","TA","Other","Gd","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","TA","High",1998,"Fin",2,427,"TA","TA","Y",0,94,291,"Low","None","None",0,"Med","Med_High",185000,2550,174.702532242243,0.00407450523864959,3,0.000392156862745098,1,1,0,0,1,0,1,1
74,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"7",1954,2003,"Low","Low","Med","Low","BrkFace",104,"TA","TA","Stone","TA","High","No","Med",320,362,"GasA","Med","Y","High","TA","High","Low","High",1989,"Unf",2,490,"TA","TA","Y",0,0,0,"Low","Med","None",0,"Med","Med_High",144900,2172,185.995049383621,0.00552486187845304,1,0,1,1,1,1,1,0,0,0
75,50,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","High",3,"6",1915,1950,"Low","Low","VinylSd","VinylSd","None",0,"Gd","Gd","Stone","None","High","No","Med",0,0,"GasA","Med","N","High","TA","High","Low","Med",1915,"Unf",1,379,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",107400,2445,136.092049518987,0.00498442367601246,2,0,0,0,0,0,1,0,0,0
76,180,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","fmCon","Med",4,"5",1973,1973,"Low","Low","CemntBd","Highest","None",0,"TA","TA","Stone","Gd","High","Gd","High",462,0,"GasA","Med","Y","High","TA","High","Low","Highest",1973,"Unf",1,297,"TA","TA","Y",120,101,0,"Low","Med","None",0,"Med","Med_High",91000,1450,60.9499687108764,0.00506072874493927,1,0,1,0,1,0,1,1,1,0
77,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",4,"7",1956,1956,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Stone","TA","High","No","Med",228,0,"GasA","Ex","Y","Med","TA","High","Low","Med",1956,"Unf",1,283,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",135750,1904,158.138659326619,0.00420168067226891,1,0,1,0,1,0,1,0,0,0
78,50,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Low",5,"5",1948,2001,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Low",336,41,"GasA","Med","Y","High","TA","Med","Low","Med",1948,"Unf",1,240,"TA","TA","Y",0,0,0,"Low","Med","None",0,"Med","Med_High",127000,1957,142.924700699007,0.0046692607003891,1,0,1,0,1,1,1,0,0,0
79,90,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","fmCon","Med",4,"5",1968,1968,"Med","Low","High","Med","None",0,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Med","N","High","TA","High","Low","Low",9999,"None",0,0,"None","None","Y",0,0,0,"Low","None","None",0,"Med","Med_High",136500,3536,175.817146945965,0.00452488687782805,2,0,1,0,0,0,0,0,0,0
80,50,"Othr","Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","High",5,"6",1910,1981,"Low","Low","Med","Low","None",0,"TA","TA","Other","TA","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","Low","Med",1966,"Unf",2,440,"TA","TA","Y",74,0,0,"Low","Med","None",0,"Med","Med_High",110000,1670,162.176318195558,0.0040650406504065,2,0,1,0,0,0,1,1,0,0
81,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","High",6,"6",1968,1968,"Low","Low","VinylSd","VinylSd","BrkFace",576,"TA","Gd","Stone","Gd","High","No","Low",448,0,"GasA","Med","Y","High","Gd","High","TA","High",1968,"Fin",1,509,"TA","TA","Y",0,72,252,"Low","None","None",0,"Med","Med_High",193500,3038,214.017542509914,0.00373482726423903,3,0.00032916392363397,1,1,1,0,1,0,1,1
82,120,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med","Fam","Med",6,"5",1998,1998,"Med","Low","VinylSd","VinylSd","BrkFace",443,"TA","Gd","Other","Ex","High","No","High",1201,0,"GasA","Ex","Y","High","TA","High","Low","High",1998,"Fin",2,405,"TA","TA","Y",0,199,0,"Low","None","None",0,"Med","Med_High",153500,2574,99.0820393249937,0.0037397157816006,2,0,1,1,1,0,1,0,1,0
83,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Fam","Med",8,"5",2007,2007,"Low","Low","VinylSd","VinylSd","Stone",468,"TA","TA","Other","Gd","High","No","High",33,0,"GasA","Ex","Y","High","Gd","High","TA","High",2007,"RFn",3,758,"TA","TA","Y",144,99,0,"Low","None","None",0,"Med","Med_High",245000,3126,179.024749442896,0.00383877159309021,2,0.000319897632757518,1,1,1,0,1,1,1,0
84,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"5",1960,1960,"Low","Low","Med","Low","None",66,"TA","TA","Stone","TA","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","Low","Med",1974,"Unf",2,461,"TA","TA","Y",74,0,0,"Low","None","None",0,"Med","Med_High",126500,2130,174.29740187301,0.00563380281690141,2,0,1,1,0,0,1,1,0,0
85,80,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",7,"5",1995,1996,"Low","Low","High","Med","BrkFace",22,"TA","TA","Other","Gd","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","TA","Highest",1995,"Fin",2,400,"TA","TA","Y",120,72,0,"Low","None","Shed",700,"Med","Med_High",168500,1858,158.581682128363,0.00474898236092266,3,0.000538213132400431,1,1,0,0,1,1,1,0
86,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Fam","High",8,"5",1991,1992,"Med","Low","High","Med","BrkFace",284,"Gd","TA","Stone","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","High",1991,"Unf",2,462,"TA","TA","Y",127,82,0,"Low","None","None",0,"Med","Med_High",260000,3705,247.724109781841,0.00372362432767894,3,0.000269905533063428,1,1,0,0,1,1,1,0
87,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",6,"5",2005,2005,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","Med","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","Highest",2005,"Fin",2,400,"TA","TA","Y",100,38,0,"Low","None","None",0,"Med","Med_High",174000,2244,231.137527917761,0.00384615384615385,3,0.000445632798573975,1,0,0,0,1,1,1,0
88,160,"FV","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Fam","High",6,"5",2009,2009,"Low","Low","VinylSd","VinylSd","Stone",76,"Gd","TA","Other","Gd","High","Med","Med",0,0,"GasA","Ex","Y","High","Gd","High","Low","Med",2009,"RFn",2,528,"TA","TA","Y",0,234,0,"Low","None","None",0,"High","High",164500,1836,102.856980519271,0.00326797385620915,3,0,1,1,0,0,1,0,1,0
89,50,"C (all)","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lowest","Fam","Low",3,"Low",1915,1982,"Med","Low","Highest","Med","None",0,"Fa","Po","Stone","TA","Med","No","Med",0,0,"GasA","Med","N","High","Fa","High","Low","Low",9999,"None",0,0,"None","None","N",0,0,0,"Low","Med","None",0,"Med","Med",85000,2026,197.032602918748,0.00592300098716683,1,0,1,0,0,0,0,0,0,0
90,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",4,"5",1994,1995,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","High",588,0,"GasA","Ex","Y","High","TA","High","Low","Low",9999,"None",0,0,"None","None","Y",0,0,0,"Low","None","None",0,"Med","Med_High",123600,1980,149.833178725903,0.00505050505050505,1,0,1,0,1,0,0,0,0,0
91,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",4,"5",1950,1950,"Low","Low","Highest","Low","None",0,"TA","TA","Slab","None","Med","None","None",0,0,"GasA","Med","Y","Med","TA","High","Low","Med",1950,"Unf",2,420,"TA","TA","Y",0,29,0,"Low","None","None",0,"Med","Med_High",109900,1040,144.852813742386,0.00384615384615385,1,0,0,0,0,0,1,0,1,0
92,20,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",5,"Low",1961,1961,"Med","Low","High","Med","None",203,"TA","TA","Stone","TA","High","No","Low",600,0,"GasA","Med","Y","High","TA","High","Low","High",1961,"Unf",2,480,"TA","TA","Y",0,0,0,"Low","Med","None",0,"Med","Med",98600,2470,177.195444572929,0.0048582995951417,1,0,1,1,1,0,1,0,0,0
93,30,"RL","Pave","Grvl","IRG","HLS","AllPub","NotCulD","Gtl","Med_High","Fam","Med",5,"7",1921,2006,"Low","Low","Med","Low","None",0,"TA","Gd","BrkTil","Gd","High","No","Med",713,0,"GasA","Ex","Y","High","TA","High","Low","Med",1921,"Unf",2,432,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med_High",163500,1840,195.585466214399,0.00518672199170124,1,0,1,0,1,0,1,0,0,0
94,190,"C (all)","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","fmCon","Low",6,"6",1910,1998,"Med","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","Med","Med","Low",1046,0,"GasW","Ex","N","High","TA","High","TA","Med",1900,"Unf",2,506,"TA","TA","Y",0,0,99,"Low","None","None",0,"Med","Med_High",133900,3505,144.852813742386,0.00392841553906591,2,0.000285306704707561,1,0,1,0,1,0,0,1
95,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","High",6,"5",1997,1997,"Low","Low","VinylSd","VinylSd","None",0,"TA","Gd","Other","Gd","High","No","High",648,0,"GasA","Ex","Y","High","Gd","High","Low","High",1997,"RFn",2,684,"TA","TA","Y",0,162,0,"Low","None","None",0,"Med","Med_High",204750,2610,165.628153247384,0.00391937290033595,3,0,1,0,1,0,1,0,1,0
96,60,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",6,"8",1993,1993,"Low","Low","VinylSd","VinylSd","BrkFace",68,"Ex","Gd","Other","Gd","High","No","Med",310,0,"GasA","Med","Y","High","TA","High","TA","Highest",1993,"Fin",2,420,"TA","TA","Y",232,63,0,"Low","None","Shed",480,"Med","Med_High",185000,2150,168.292821308136,0.00408163265306122,3,0.000465116279069767,1,1,1,0,1,1,1,0
97,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",7,"5",1999,1999,"Low","Low","VinylSd","VinylSd","BrkFace",183,"Gd","TA","Other","Gd","High","Med","Med",1162,0,"GasA","Ex","Y","High","Gd","High","Low","High",1999,"RFn",2,472,"TA","TA","Y",158,29,0,"Low","None","None",0,"Med","Med_High",214000,3176,179.311401135312,0.00377833753148615,2,0,1,1,1,0,1,1,1,0
98,20,"RL","Pave","None","Reg","HLS","AllPub","NotCulD","Gtl","Low","Fam","Med",4,"5",1965,1965,"Med","Low","High","Med","BrkFace",48,"TA","TA","Stone","TA","High","No","Low",520,0,"GasA","Med","Y","Med","TA","High","Low","High",1965,"Fin",1,432,"TA","TA","P",120,0,0,"Low","None","None",0,"Med","Med_High",94750,1920,177.503588455134,0.00625,1,0,1,1,1,0,1,1,0,0
99,30,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",5,"5",1920,1950,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","High","No","Med",108,0,"GasA","Med","N","High","TA","High","Low","Med",1920,"Unf",1,366,"Fa","TA","Y",0,0,0,"Low","None","Shed",400,"Med","Med",83000,1293,188.077640640442,0.00598802395209581,1,0,0,0,1,0,1,0,0,0
100,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Fam","Med",4,"5",1959,1959,"Low","Low","Highest","Med","None",0,"TA","TA","Stone","TA","High","No","Med",569,0,"GasA","Med","Y","High","TA","High","Low","Low",9999,"None",0,0,"None","None","Y",352,0,0,"Low","None","Shed",400,"Med","Med_High",128950,2175,173.540147089177,0.00489795918367347,2,0,1,0,1,0,0,1,0,0
101,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",6,"7",1977,2001,"Low","Low","Highest","Med","BrkFace",28,"TA","TA","Other","TA","High","Med","Med",1200,0,"GasA","Med","Y","High","Gd","High","TA","High",1977,"RFn",2,480,"TA","TA","Y",168,68,0,"Low","None","None",0,"Med","Med_High",205000,3220,174.651702086439,0.00372670807453416,2,0.00062111801242236,1,1,1,0,1,1,1,0
102,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","High",6,"5",1985,1985,"Low","Low","High","Med","BrkFace",336,"Gd","TA","Stone","Gd","High","No","Med",0,0,"GasA","Med","Y","High","Gd","High","TA","High",1985,"Fin",2,476,"TA","TA","Y",192,46,0,"Low","None","None",0,"Med","Med_High",178000,2473,172.947902530488,0.00404157043879908,3,0.000404367165386171,1,1,0,0,1,1,1,0
103,90,"RL","Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","True_Med","fmCon","Med",5,"5",1979,1979,"Low","Low","High","Med","None",0,"TA","Po","Slab","None","Med","None","None",0,0,"GasA","Med","Y","High","TA","High","Low","High",1979,"Unf",2,410,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","Med",118964,1535,147.773504164503,0.00521172638436482,2,0,1,0,0,0,1,0,0,0
104,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","Med",7,"5",2009,2009,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","Low","High",2009,"RFn",3,740,"TA","TA","Y",0,36,0,"Low","None","None",0,"Med","Med_High",198900,2452,195.990195607225,0.00489396411092985,2,0,1,0,0,0,1,0,1,0
105,50,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Fam","Low",7,"4",1931,1950,"Low","Low","High","Low","BrkFace",600,"TA","Po","Other","TA","High","No","Low",224,0,"GasA","Ex","Y","Med","TA","High","TA","Med",1951,"Unf",1,240,"TA","TA","Y",0,0,184,"Low","None","None",0,"Med","Med_High",169500,2858,152.270911153074,0.00385038503850385,2,0.000699790062981106,0,1,1,0,1,0,0,1
106,60,"FV","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Fam","High",8,"5",2003,2004,"Med","Low","VinylSd","VinylSd","BrkFace",768,"Gd","TA","Other","Ex","High","No","Med",0,0,"GasA","Ex","Y","High","Gd","High","TA","High",2003,"RFn",2,648,"TA","TA","Y",140,45,0,"Low","None","None",0,"Med","Med_High",250000,3045,171.824583655185,0.00451807228915663,3,0.000328407224958949,1,1,0,0,1,1,1,0
107,30,"Othr","Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",4,"7",1885,1995,"Med","Low","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","None","High","No","Med",0,0,"GasA","Med","Y","High","TA","High","Low","Med",1954,"Unf",1,273,"Fa","Fa","N",0,0,0,"Low","None","Shed",450,"Med","Med_High",100000,1688,163.923048454133,0.00573065902578797,1,0,1,0,0,0,1,0,0,0
108,20,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Med",5,"5",1948,1950,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Stone","TA","High","No","Med",104,169,"GasA","Ex","Y","High","TA","High","Low","Med",1948,"Unf",1,250,"TA","TA","Y",0,0,0,"Low","None","None",0,"Med","High",115000,1578,127.459666924148,0.00633713561470215,1,0,0,0,1,1,1,0,0,0
109,50,"Othr","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Fam","Low",5,"7",1919,2005,"Low","Low","CemntBd","Highest","None",0,"TA","TA","Stone","TA","High","No","Med",0,0,"GasW","Med","N","Med","Fa","High","Low","Low",9999,"None",0,0,"None","None","N",0,0,0,"Low","None","None",0,"Med","Med_High",115000,2310,177.195444572929,0.004614370468029,2,0,1,0,0,0,0,0,0,0
110,20,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",6,"6",1977,1977,"Med","Low","Highest","Med","BrkFace",480,"TA","TA","Stone","Gd","High","No","Low",705,0,"GasA","Ex","Y","High","TA","High","TA","High",1977,"RFn",2,546,"TA","TA","Y",0,122,0,"Low","Med","None",0,"Med","Med_High",190000,3688,213.402029501297,0.00379609544468547,2,0.00027114967462039,1,1,1,0,1,0,1,0
111,50,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Fam","Low",6,"4",1954,1972,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","Med","No","Low",444,0,"GasA","Med","Y","High","TA","High","Low","High",1954,"Unf",1,325,"TA","TA","Y",182,0,0,"Low","None","None",0,"Med","Med_High",136900,2849,172.596106479716,0.00377358490566038,2,0,1,0,1,0,1,1,0,0
112,80,"RL","Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Fam","Med",7,"5",2000,2000,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","High",250,0,"GasA","Ex","Y","High","TA","High","TA","Highest",2000,"Fin",2,400,"TA","TA","Y",180,0,0,"Low","None","None",0,"Med","Med_High",180000,1814,152.204426015084,0.0048951048951049,3,0.000551267916207277,1,0,1,0,1,1,0,0
113,60,"RL","Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Fam","High",7,"5",2007,2007,"Low","Low","VinylSd","VinylSd","Stone",220,"Gd","TA","Other","Ex","High","Med","High",984,0,"GasA","Ex","Y","High","Ex","High","TA","Highest",2007,"Fin",3,792,"TA","TA","Y",120,184,168,"Low","None","None",0,"High","High",383970,3960,176.824846606444,0.00370919881305638,3,0.000252525252525253,1,1,1,0,1,1,1,1
114,20,"RL","Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","Med_High","Fam","Med",6,"5",1953,1953,"Med","Low","Med","Low","BrkFace",184,"TA","Gd","Stone","Gd","High","Med","Med",35,869,"GasA","Med","Y","High","Gd","High","TA","Med",1953,"Unf",2,450,"TA","TA","Y",166,120,0,"Low","Med","None",0,"Med","Med",217000,4068,243.964586540298,0.0030987162461266,2,0.000491642084562439,1,1,1,1,1,1,1,0
