"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt"
752,60,"RL",0,7750,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",7,5,2003
753,20,"RL",79,9236,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",6,5,1997
754,60,"RL",80,10240,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2005
755,20,"RL",61,7930,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,1969
756,160,"FV",34,3230,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,1999
757,60,"RL",68,10769,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2007
758,60,"RL",0,11616,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,5,1978
759,160,"FV",24,2280,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",7,5,1999
760,60,"RL",65,12257,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1995
761,20,"RL",70,9100,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1959
762,30,"RM",60,6911,"Pave","None","Reg","Lvl","AllPub","FR2","Gtl","BrkSide","Feedr","Norm","1Fam","1Story",5,5,1924
763,60,"FV",72,8640,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2009
764,60,"RL",82,9430,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1999
765,120,"RL",30,9549,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Veenker","Norm","Norm","TwnhsE","1Story",8,5,1995
766,20,"RL",75,14587,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",9,5,2008
767,60,"RL",80,10421,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,5,1988
768,50,"RL",75,12508,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1.5Fin",6,7,1940
769,20,"RL",70,9100,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2004
770,60,"RL",47,53504,"Pave","None","IR2","HLS","AllPub","CulDSac","Mod","StoneBr","Norm","Norm","1Fam","2Story",8,5,2003
771,85,"RL",0,7252,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",5,5,1982
772,20,"RL",67,8877,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,1951
773,80,"RL",94,7819,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,5,1976
774,20,"RL",70,10150,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,5,1958
775,20,"RL",110,14226,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006
776,120,"RM",32,4500,"Pave","None","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1998
777,20,"RL",86,11210,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2005
778,20,"RL",100,13350,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1974
779,90,"RH",60,8400,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","1Story",5,5,1977
780,90,"RL",78,10530,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer",6,5,1977
781,20,"RL",63,7875,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,1995
782,60,"RL",65,7153,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1992
783,20,"RL",67,16285,"Pave","None","IR2","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2001
784,85,"RL",0,9101,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",5,6,1978
785,75,"RM",35,6300,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",6,6,1914
786,20,"RL",0,9790,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Feedr","Norm","1Fam","1Story",6,5,1967
787,50,"RM",60,10800,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,6,1915
788,60,"RL",76,10142,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,2004
789,20,"RM",50,6000,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,7,1954
790,60,"RL",0,12205,"Pave","None","IR1","Low","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","2Story",6,8,1966
791,120,"RL",43,3182,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005
792,80,"RL",0,11333,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",6,5,1976
793,60,"RL",92,9920,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1996
794,20,"RL",76,9158,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2007
795,60,"RL",0,10832,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1994
796,60,"RL",70,8400,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,6,1980
797,20,"RL",71,8197,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",6,5,1977
798,20,"RL",57,7677,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1953
799,60,"RL",104,13518,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2008
800,50,"RL",60,7200,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","SWISU","Feedr","Norm","1Fam","1.5Fin",5,7,1937
801,60,"RL",79,12798,"Pave","None","IR1","HLS","AllPub","Inside","Mod","ClearCr","Feedr","Norm","1Fam","2Story",6,5,1997
802,30,"RM",40,4800,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,7,1916
803,60,"RL",63,8199,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2005
804,60,"RL",107,13891,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2008
805,20,"RL",75,9000,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1954
806,20,"RL",91,12274,"Pave","None","IR1","Lvl","AllPub","FR2","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2008
807,80,"RL",75,9750,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,5,1967
808,70,"RL",144,21384,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story",5,6,1923
809,80,"RL",85,13400,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,5,1966
810,75,"RM",90,8100,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",5,5,1898
811,20,"RL",78,10140,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1974
812,120,"RM",0,4438,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004
813,20,"C (all)",66,8712,"Grvl","None","Reg","Bnk","AllPub","Inside","Mod","IDOTRR","Norm","Norm","1Fam","1Story",5,5,1952
814,20,"RL",75,9750,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1958
815,50,"RL",45,8248,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1918
816,20,"RL",48,12137,"Pave","None","IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1998
817,20,"RL",0,11425,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954
818,20,"RL",0,13265,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story",8,5,2002
819,80,"RL",80,8816,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl",6,7,1971
820,120,"RL",44,6371,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2009
821,60,"RL",72,7226,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003
822,20,"RM",60,6000,"Pave","Pave","Reg","Bnk","AllPub","Inside","Mod","OldTown","Norm","Norm","2fmCon","1Story",4,4,1953
823,60,"RL",0,12394,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2003
824,50,"RL",60,9900,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,7,1940
825,20,"FV",81,11216,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006
826,20,"RL",114,14803,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","PosN","PosN","1Fam","1Story",10,5,2007
827,45,"RM",50,6130,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",5,6,1924
828,20,"RL",65,8529,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2001
829,60,"RL",0,28698,"Pave","None","IR2","Low","AllPub","CulDSac","Sev","ClearCr","Norm","Norm","1Fam","2Story",5,5,1967
830,160,"FV",24,2544,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",7,5,2005
831,20,"RL",80,11900,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1957
832,160,"FV",30,3180,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2005
833,60,"RL",44,9548,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,6,2003
834,20,"RL",100,10004,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1964
835,20,"RL",75,7875,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1961
836,20,"RL",60,9600,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",4,7,1950
837,30,"RM",90,8100,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,6,1948
838,160,"RM",21,1680,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1973
839,20,"RL",75,9525,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1995
840,50,"RL",70,11767,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,6,1946
841,70,"RH",0,12155,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","2Story",6,8,1925
842,70,"RM",60,10440,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,8,1904
843,80,"RL",82,9020,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,7,1966
844,90,"RL",80,8000,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","Duplex","1Story",5,4,1961
845,50,"RM",100,12665,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,8,1915
846,85,"RL",0,16647,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","SFoyer",5,5,1975
847,60,"RL",75,9317,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993
848,20,"RL",36,15523,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1972
849,50,"RL",75,45600,"Pave","None","IR2","Bnk","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",6,8,1908
850,80,"RL",80,9600,"Pave","None","Reg","Lvl","AllPub","FR2","Gtl","Veenker","Feedr","Norm","1Fam","SLvl",6,7,1976
851,120,"RM",36,4435,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2003
852,120,"RL",0,3196,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2003
853,75,"RL",53,7128,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2.5Unf",7,5,1941
854,80,"RL",0,12095,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,6,1964
855,20,"RL",102,17920,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,4,1955
856,20,"RL",0,6897,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1962
857,80,"RL",0,10970,"Pave","None","IR1","Low","AllPub","Inside","Mod","CollgCr","Norm","Norm","1Fam","SLvl",6,6,1978
858,60,"RL",65,8125,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1994
859,20,"RL",80,10400,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1976
860,60,"RL",0,11029,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","PosA","Norm","1Fam","2Story",6,7,1968
861,50,"RL",55,7642,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",7,8,1918
862,190,"RL",75,11625,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","2fmCon","1Story",5,4,1965
863,20,"RL",81,9672,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,1984
864,20,"RL",70,7931,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959
865,20,"FV",72,8640,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2007
866,20,"RL",0,8750,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1970
867,20,"RL",67,10656,"Pave","None","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2006
868,20,"RL",85,6970,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",4,5,1961
869,60,"RL",0,14762,"Pave","None","IR2","Lvl","AllPub","Corner","Gtl","Gilbert","Feedr","Norm","1Fam","2Story",5,6,1948
870,60,"RL",80,9938,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993
871,20,"RL",60,6600,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosN","Norm","1Fam","1Story",5,5,1962
872,60,"RL",70,8750,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,1998
873,20,"RL",74,8892,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1953
874,40,"RL",60,12144,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1949
875,50,"RM",52,5720,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,6,1941
876,60,"FV",75,9000,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2007
877,20,"RL",94,25286,"Pave","None","Reg","HLS","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story",4,5,1963
878,60,"RL",74,8834,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2004
879,85,"RL",88,11782,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",5,7,1961
880,20,"RL",0,7000,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,8,1978
881,20,"RL",60,7024,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,2005
882,50,"RL",44,13758,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Timber","Norm","Norm","1Fam","1.5Fin",7,5,1990
883,60,"RL",0,9636,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1992
884,75,"RL",60,6204,"Pave","None","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","2.5Fin",4,5,1912
885,20,"RL",65,7150,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1967
886,120,"FV",50,5119,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",9,5,1999
887,90,"RL",70,8393,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1959
888,50,"RL",59,16466,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1955
889,20,"RL",95,15865,"Pave","None","IR1","Lvl","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","1Story",8,6,1970
890,20,"RL",128,12160,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,4,1953
891,50,"RL",60,8064,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",5,7,1949
892,60,"RL",70,11184,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,5,1978
893,20,"RL",70,8414,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",6,8,1963
894,20,"RL",0,13284,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","PosN","Norm","1Fam","1Story",5,5,1954
895,90,"RL",64,7018,"Pave","None","Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Duplex","1Story",5,5,1979
896,60,"RL",71,7056,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,5,1963
897,30,"RM",50,8765,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,6,1936
898,90,"RL",64,7018,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story",5,5,1979
899,20,"RL",100,12919,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2009
900,20,"RL",65,6993,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,7,1961
901,20,"RL",0,7340,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1971
902,20,"RL",64,8712,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1957
903,60,"RL",63,7875,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2003
904,20,"RL",50,14859,"Pave","None","IR1","HLS","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,2006
905,20,"RL",0,6173,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1967
906,20,"RL",80,9920,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1954
907,20,"RL",116,13501,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006
908,50,"RL",86,11500,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",7,7,1936
909,20,"RL",0,8885,"Pave","None","IR1","Low","AllPub","Inside","Mod","Mitchel","Norm","Norm","1Fam","1Story",5,5,1983
910,60,"RL",149,12589,"Pave","None","IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005
911,90,"RL",80,11600,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","Duplex","2Story",5,5,1960
912,20,"RL",0,9286,"Pave","None","IR1","Lvl","AllPub","CulDSac","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,7,1977
913,30,"RM",51,6120,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,7,1925
914,90,"RH",82,6270,"Pave","None","Reg","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","Duplex","2Story",5,6,1949
915,160,"FV",30,3000,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2009
916,160,"RM",21,2001,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",4,5,1970
917,20,"C (all)",50,9000,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",2,3,1949
918,20,"RL",0,17140,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,6,1956
919,60,"RL",103,13125,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1991
920,20,"RL",87,11029,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,1958
921,60,"RL",70,8462,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1994
922,90,"RL",67,8777,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Feedr","Norm","Duplex","1.5Fin",5,7,1900
923,20,"RL",65,10237,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","1Story",6,5,2005
924,120,"RL",50,8012,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1993
925,20,"RL",79,10240,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1980
926,20,"RL",0,15611,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1977
927,60,"RL",93,11999,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2003
928,60,"RL",0,9900,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Feedr","Norm","1Fam","2Story",7,5,1968
929,20,"RL",0,11838,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2001
930,60,"RL",0,13006,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1997
931,20,"RL",73,8925,"Pave","None","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2007
932,20,"RL",70,9100,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1965
933,20,"RL",84,11670,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Somerst","RRNn","Norm","1Fam","1Story",9,5,2006
934,20,"RL",63,8487,"Pave","None","Reg","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2004
935,20,"RL",313,27650,"Pave","None","IR2","HLS","AllPub","Inside","Mod","NAmes","PosA","Norm","1Fam","1Story",7,7,1960
936,30,"RL",52,5825,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",4,5,1926
937,20,"RL",67,10083,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2003
938,60,"RL",75,9675,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2005
939,60,"RL",73,8760,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2006
