"Id","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","DtSold"
958,"Fin",2,576,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-04-01
959,"RFn",2,531,"TA","TA","Y",0,39,0,0,0,0,"None","None","None",0,"WD","Normal",2007-10-01
960,"Unf",2,484,"TA","TA","Y",0,44,0,0,0,0,"None","None","None",0,"WD","Normal",2010-05-01
961,"None",0,0,"None","None","Y",117,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-02-01
962,"Fin",2,619,"TA","TA","Y",550,282,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
963,"Unf",2,440,"TA","TA","Y",48,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-07-01
964,"Fin",2,702,"TA","TA","Y",288,136,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
965,"Fin",2,510,"TA","TA","Y",0,40,0,0,0,0,"None","None","None",0,"WD","Normal",2010-02-01
966,"Fin",2,393,"TA","TA","Y",0,72,0,0,0,0,"None","None","None",0,"New","Partial",2007-07-01
967,"Unf",1,256,"TA","TA","Y",0,70,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
968,"Unf",1,260,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
969,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","GdWo","None",0,"WD","Abnorml",2009-05-01
970,"RFn",1,264,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"ConLD","Normal",2006-03-01
971,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Abnorml",2006-12-01
972,"RFn",2,474,"TA","TA","Y",0,27,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
973,"Unf",1,264,"TA","TA","Y",28,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-04-01
974,"Fin",2,480,"TA","TA","Y",0,120,0,0,0,0,"None","None","None",0,"New","Partial",2008-12-01
975,"Unf",2,532,"TA","TA","Y",509,135,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2009-10-01
976,"Unf",2,490,"TA","TA","Y",153,50,0,0,0,0,"None","None","None",0,"WD","Normal",2006-04-01
977,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-08-01
978,"Fin",2,569,"TA","TA","Y",0,116,0,0,0,0,"None","None","None",0,"New","Partial",2007-11-01
979,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Abnorml",2007-05-01
980,"Unf",2,480,"TA","TA","Y",0,80,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-06-01
981,"RFn",2,588,"TA","TA","Y",144,76,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
982,"Fin",3,676,"TA","TA","Y",250,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
983,"Fin",2,388,"TA","TA","Y",100,16,0,0,0,0,"None","None","None",0,"WD","Normal",2008-03-01
984,"Unf",2,779,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-05-01
985,"Unf",2,539,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"COD","Normal",2009-08-01
986,"Unf",1,240,"TA","TA","Y",0,48,0,0,0,0,"None","None","None",0,"ConLD","Normal",2008-08-01
987,"Unf",1,255,"Fa","TA","Y",394,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
988,"Fin",3,606,"TA","TA","Y",168,95,0,0,0,0,"None","None","None",0,"New","Partial",2010-04-01
989,"Fin",2,551,"TA","TA","Y",0,224,0,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
990,"RFn",2,614,"TA","TA","Y",0,50,0,0,0,0,"None","None","None",0,"New","Partial",2006-08-01
991,"Fin",3,870,"TA","TA","Y",0,70,0,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
992,"Unf",2,424,"TA","TA","P",0,169,0,0,0,0,"None","None","None",0,"WD","Normal",2009-11-01
993,"RFn",2,440,"TA","TA","Y",239,42,0,0,0,0,"None","MnWw","None",0,"WD","Normal",2007-07-01
994,"RFn",2,564,"TA","TA","Y",0,35,0,0,0,0,"None","None","None",0,"New","Partial",2006-08-01
995,"Fin",3,786,"TA","TA","Y",216,48,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
996,"Unf",1,305,"TA","TA","Y",0,57,0,0,63,0,"None","MnPrv","None",0,"WD","Abnorml",2006-08-01
997,"Unf",1,368,"TA","TA","Y",0,319,0,0,0,0,"None","None","None",0,"COD","Normal",2006-01-01
998,"RFn",2,615,"TA","TA","Y",371,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-02-01
999,"Unf",1,210,"TA","Fa","P",0,100,48,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
1000,"RFn",2,632,"TA","TA","Y",105,61,0,0,0,0,"None","None","None",0,"WD","Normal",2010-02-01
1001,"Unf",2,528,"TA","Fa","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
1002,"Unf",1,216,"Fa","TA","N",0,20,94,0,0,0,"None","None","None",0,"WD","Abnorml",2007-01-01
1003,"RFn",3,824,"TA","TA","Y",144,104,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
1004,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
1005,"Fin",2,457,"TA","TA","Y",156,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
1006,"Unf",1,328,"TA","TA","Y",210,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-11-01
1007,"Unf",2,484,"TA","TA","Y",0,0,0,0,147,0,"None","None","None",0,"WD","Normal",2007-03-01
1008,"RFn",1,286,"TA","TA","Y",238,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-08-01
1009,"Fin",2,550,"TA","TA","Y",100,48,0,0,180,0,"None","None","None",0,"WD","Normal",2009-04-01
1010,"None",0,0,"None","None","P",0,0,138,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
1011,"Unf",1,312,"TA","TA","Y",0,0,108,0,0,0,"None","None","None",0,"WD","Normal",2008-08-01
1012,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-05-01
1013,"Unf",1,180,"TA","TA","Y",96,0,112,0,53,0,"None","None","None",0,"WD","Normal",2007-08-01
1014,"Unf",1,280,"TA","TA","Y",0,30,226,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
1015,"Unf",1,240,"TA","TA","Y",0,130,0,0,0,0,"None","None","None",0,"WD","Normal",2007-11-01
1016,"Fin",2,528,"TA","TA","Y",0,45,0,0,0,0,"None","None","None",0,"WD","Normal",2009-11-01
1017,"Fin",2,478,"TA","TA","Y",115,66,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
1018,"RFn",2,565,"TA","TA","Y",63,0,0,0,0,0,"None","None","None",0,"COD","Abnorml",2009-08-01
1019,"RFn",2,402,"TA","TA","Y",164,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
1020,"Fin",2,440,"TA","TA","Y",142,20,0,0,0,0,"None","None","None",0,"WD","Normal",2006-04-01
1021,"Fin",2,451,"TA","TA","Y",252,64,0,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
1022,"RFn",2,632,"TA","TA","Y",105,54,0,0,0,0,"None","None","None",0,"New","Partial",2006-07-01
1023,"Unf",1,160,"Fa","Fa","Y",0,0,192,0,0,0,"None","None","None",0,"WD","Normal",2007-03-01
1024,"Fin",2,437,"TA","TA","Y",156,20,0,0,0,0,"None","None","None",0,"WD","Normal",2008-05-01
1025,"Fin",2,665,"TA","TA","Y",0,72,174,0,0,0,"None","None","None",0,"COD","Abnorml",2008-05-01
1026,"Unf",2,461,"TA","TA","Y",96,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2007-03-01
1027,"Unf",2,461,"TA","TA","Y",0,0,0,0,143,0,"None","None","None",0,"WD","Normal",2010-04-01
1028,"RFn",3,800,"TA","TA","Y",192,44,0,0,0,0,"None","None","None",0,"New","Partial",2008-04-01
1029,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-04-01
1030,"Unf",1,264,"TA","TA","Y",0,28,0,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
1031,"None",0,0,"None","None","N",0,0,228,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
1032,"Fin",2,672,"TA","TA","Y",136,63,0,0,0,0,"None","None","None",0,"WD","Normal",2009-08-01
1033,"RFn",3,796,"TA","TA","Y",209,55,0,0,0,0,"None","None","None",0,"WD","Abnorml",2006-11-01
1034,"Unf",3,900,"TA","TA","Y",0,136,0,0,0,0,"None","None","None",0,"WD","Normal",2006-02-01
1035,"Unf",1,240,"Fa","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2007-06-01
1036,"Unf",1,290,"TA","TA","N",186,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-01-01
1037,"Fin",3,912,"TA","TA","Y",228,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-09-01
1038,"Fin",2,905,"TA","TA","Y",0,45,0,0,189,0,"None","None","None",0,"WD","Normal",2008-09-01
1039,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
1040,"Unf",1,286,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-04-01
1041,"RFn",2,484,"TA","TA","Y",0,0,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2006-01-01
1042,"Unf",2,484,"TA","TA","Y",0,40,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
1043,"RFn",2,624,"TA","TA","Y",170,63,0,0,0,0,"None","None","None",0,"WD","Normal",2009-08-01
1044,"Unf",2,514,"TA","TA","Y",192,121,0,0,0,0,"None","None","None",0,"WD","Normal",2008-05-01
1045,"Fin",2,542,"TA","TA","Y",474,120,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-07-01
1046,"Unf",2,452,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
1047,"Fin",3,716,"TA","TA","Y",214,108,0,0,0,0,"None","None","None",0,"New","Partial",2006-07-01
1048,"Unf",2,672,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-02-01
1049,"Unf",2,336,"TA","TA","Y",0,0,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2009-11-01
1050,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Abnorml",2010-04-01
1051,"Fin",2,436,"TA","TA","Y",0,22,0,0,0,0,"None","None","None",0,"New","Partial",2007-08-01
1052,"Fin",2,440,"TA","TA","Y",0,20,0,0,0,0,"None","None","None",0,"New","Partial",2007-10-01
1053,"RFn",2,540,"TA","TA","Y",0,52,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2007-06-01
1054,"Unf",1,364,"TA","TA","Y",116,78,0,0,0,0,"None","None","None",0,"WD","Normal",2010-05-01
1055,"Fin",2,586,"TA","TA","Y",199,60,0,0,0,0,"None","None","None",0,"WD","Normal",2006-11-01
1056,"Fin",2,478,"TA","TA","Y",0,0,0,0,189,0,"None","MnPrv","None",0,"COD","Abnorml",2008-05-01
1057,"RFn",2,484,"TA","TA","Y",192,36,0,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
1058,"Fin",2,467,"TA","TA","Y",168,98,0,0,0,0,"None","None","None",0,"WD","Normal",2009-01-01
1059,"Fin",3,836,"TA","TA","Y",0,102,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
1060,"Unf",2,432,"TA","Fa","Y",0,0,19,0,0,0,"None","None","None",0,"WD","Normal",2007-03-01
1061,"Fin",2,582,"TA","TA","Y",0,0,170,0,0,0,"None","None","None",0,"WD","Normal",2010-04-01
1062,"RFn",3,1248,"TA","TA","Y",0,20,0,0,0,0,"None","None","Shed",560,"ConLD","Normal",2008-08-01
1063,"Unf",2,560,"TA","TA","Y",0,57,0,0,0,0,"None","None","None",0,"WD","Normal",2007-09-01
1064,"Unf",2,440,"TA","TA","Y",166,120,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2006-07-01
1065,"RFn",2,480,"TA","TA","Y",0,58,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-11-01
1066,"RFn",2,533,"TA","TA","Y",296,44,0,0,0,0,"None","None","None",0,"WD","Normal",2010-04-01
1067,"RFn",2,380,"TA","TA","Y",0,40,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
1068,"RFn",2,442,"TA","TA","Y",328,128,0,0,189,0,"None","None","None",0,"WD","Normal",2008-06-01
1069,"Fin",2,576,"TA","TA","Y",728,20,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2006-06-01
1070,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
1071,"Unf",1,286,"TA","TA","Y",0,20,0,0,192,0,"None","None","None",0,"WD","Normal",2007-06-01
1072,"Unf",2,441,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
1073,"Unf",1,280,"TA","TA","P",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-08-01
1074,"Fin",2,440,"TA","TA","Y",252,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-07-01
1075,"RFn",3,826,"TA","TA","Y",140,93,0,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
1076,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"CWD","Normal",2007-07-01
1077,"Unf",2,566,"TA","TA","Y",436,21,0,0,0,0,"None","None","Shed",500,"WD","Normal",2006-04-01
1078,"Fin",1,299,"TA","TA","Y",240,32,0,0,0,0,"None","None","None",0,"WD","Abnorml",2006-03-01
1079,"RFn",2,420,"TA","TA","Y",140,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
1080,"Unf",1,299,"TA","TA","Y",0,64,0,0,0,0,"None","None","None",0,"WD","Normal",2007-04-01
1081,"RFn",2,528,"TA","TA","Y",55,0,0,216,0,0,"None","None","None",0,"COD","Abnorml",2008-10-01
1082,"Fin",1,308,"TA","TA","Y",0,0,220,0,0,0,"None","MnPrv","None",0,"WD","Normal",2010-06-01
1083,"RFn",2,527,"TA","TA","Y",192,39,0,0,0,0,"None","None","None",0,"WD","Normal",2007-09-01
1084,"RFn",1,461,"TA","TA","Y",0,116,0,0,0,0,"None","MnPrv","Shed",700,"WD","Normal",2006-03-01
1085,"Fin",2,409,"TA","TA","Y",315,44,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
1086,"Unf",2,564,"TA","TA","Y",120,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-04-01
1087,"RFn",1,286,"TA","TA","Y",120,96,0,0,0,0,"None","None","None",0,"WD","Normal",2010-05-01
1088,"RFn",3,1043,"TA","TA","Y",160,50,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
1089,"Unf",2,380,"TA","TA","Y",0,40,0,0,0,0,"None","None","None",0,"WD","Normal",2006-04-01
1090,"Fin",2,550,"TA","TA","Y",0,84,0,0,0,0,"None","None","None",0,"WD","Normal",2006-04-01
1091,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
1092,"Unf",2,462,"TA","TA","Y",0,48,0,0,0,0,"None","None","None",0,"WD","Normal",2008-03-01
1093,"Unf",2,576,"TA","TA","Y",342,0,128,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
1094,"Unf",2,884,"TA","TA","Y",0,64,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2006-10-01
1095,"Fin",1,308,"TA","TA","Y",0,0,80,0,160,0,"None","None","None",0,"WD","Normal",2010-05-01
1096,"RFn",2,440,"TA","TA","Y",0,22,0,0,0,0,"None","None","None",0,"WD","Normal",2007-03-01
1097,"None",0,0,"None","None","Y",136,0,115,0,0,0,"None","None","None",0,"WD","Normal",2007-03-01
1098,"RFn",2,461,"TA","TA","Y",0,74,137,0,0,0,"None","None","None",0,"WD","Normal",2007-10-01
1099,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
1100,"RFn",2,478,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"COD","Abnorml",2009-04-01
1101,"Unf",1,246,"TA","TA","N",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-01-01
1102,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-07-01
1103,"RFn",1,254,"TA","TA","Y",0,16,0,0,0,0,"None","MnWw","None",0,"WD","Family",2007-04-01
1104,"Fin",2,539,"TA","TA","Y",0,0,192,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
1105,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-04-01
1106,"RFn",2,712,"TA","TA","Y",186,32,0,0,0,0,"None","None","None",0,"WD","Normal",2010-04-01
1107,"Fin",2,719,"TA","TA","Y",0,244,0,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
1108,"RFn",2,422,"TA","TA","Y",0,100,0,0,0,0,"None","None","None",0,"New","Partial",2006-09-01
1109,"RFn",2,463,"TA","TA","Y",100,48,0,0,0,0,"None","None","None",0,"WD","Abnorml",2007-11-01
1110,"Fin",3,862,"TA","TA","Y",125,185,0,0,0,0,"None","None","None",0,"WD","Normal",2009-03-01
1111,"Fin",2,431,"TA","TA","Y",224,84,0,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
1112,"RFn",2,483,"TA","TA","Y",0,69,0,0,0,0,"None","None","None",0,"WD","Normal",2008-09-01
1113,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
1114,"Unf",1,240,"TA","TA","Y",0,18,0,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
1115,"Unf",1,326,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2006-08-01
1116,"RFn",3,928,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"New","Partial",2007-11-01
1117,"Fin",2,527,"TA","TA","Y",120,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-03-01
1118,"RFn",2,450,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2008-05-01
1119,"RFn",1,300,"TA","TA","Y",280,34,0,0,0,0,"None","None","None",0,"WD","Normal",2008-12-01
1120,"RFn",1,286,"TA","TA","Y",140,0,252,0,0,0,"None","GdWo","None",0,"WD","Normal",2006-07-01
1121,"Unf",1,308,"TA","TA","Y",0,22,112,0,0,0,"None","MnPrv","None",0,"WD","Normal",2007-05-01
1122,"RFn",3,782,"TA","TA","Y",144,20,0,0,0,0,"None","None","None",0,"New","Partial",2006-07-01
1123,"Unf",1,288,"TA","TA","Y",64,0,0,0,160,0,"None","MnPrv","None",0,"COD","Abnorml",2009-10-01
1124,"None",0,0,"None","None","Y",0,200,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
1125,"Fin",2,392,"TA","TA","Y",100,25,0,0,0,0,"None","None","None",0,"WD","Normal",2007-07-01
1126,"Unf",2,672,"Fa","Fa","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-11-01
1127,"Fin",3,660,"TA","TA","Y",143,20,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
1128,"Fin",3,630,"TA","TA","Y",144,36,0,0,0,0,"None","None","None",0,"WD","Family",2007-11-01
1129,"Fin",2,434,"TA","TA","Y",100,48,0,0,0,0,"None","None","None",0,"WD","Normal",2007-07-01
1130,"Unf",2,672,"TA","TA","Y",49,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-08-01
1131,"Unf",2,576,"TA","TA","Y",431,44,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2009-12-01
1132,"None",0,0,"None","None","Y",0,28,0,0,0,0,"None","MnPrv","None",0,"Oth","Abnorml",2007-09-01
1133,"Unf",1,205,"Fa","TA","N",0,48,0,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
1134,"RFn",2,466,"TA","TA","Y",0,155,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
1135,"Fin",2,460,"TA","TA","Y",100,38,0,0,0,0,"None","None","None",0,"WD","Normal",2007-08-01
1136,"Unf",1,180,"TA","TA","Y",0,128,0,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
1137,"Unf",1,288,"TA","TA","Y",0,0,96,0,0,0,"None","None","None",0,"WD","Abnorml",2008-04-01
1138,"None",0,0,"None","None","N",0,0,176,0,0,0,"None","None","None",0,"WD","Normal",2010-05-01
1139,"RFn",2,714,"TA","TA","Y",264,32,0,0,0,0,"None","None","None",0,"WD","Normal",2009-05-01
1140,"Unf",2,495,"TA","TA","Y",0,0,216,0,126,0,"None","None","None",0,"WD","Normal",2007-05-01
1141,"Unf",2,840,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"COD","Abnorml",2008-06-01
1142,"Unf",2,484,"TA","TA","Y",448,96,0,0,0,0,"None","None","None",0,"WD","Normal",2009-10-01
1143,"RFn",3,1052,"TA","TA","Y",125,144,0,0,0,0,"None","None","None",0,"New","Partial",2007-04-01
1144,"None",0,0,"None","None","Y",0,24,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
1145,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2010-07-01
1146,"Unf",1,225,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Family",2006-08-01
1147,"Unf",2,403,"TA","TA","Y",165,26,0,0,0,0,"None","None","None",0,"WD","Normal",2006-05-01
1148,"Unf",1,234,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
1149,"Unf",1,288,"TA","TA","Y",0,0,176,0,0,0,"None","None","None",0,"WD","Normal",2008-08-01
1150,"Unf",2,324,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
1151,"Unf",1,306,"TA","TA","Y",0,0,214,0,0,0,"None","GdPrv","None",0,"WD","Normal",2007-11-01
1152,"Fin",2,528,"TA","TA","Y",0,140,0,0,100,0,"None","None","None",0,"WD","Normal",2006-11-01
1153,"Fin",2,470,"TA","TA","Y",0,0,280,0,0,0,"None","None","None",0,"WD","Abnorml",2006-07-01
1154,"Unf",1,432,"TA","TA","Y",0,0,96,0,0,0,"None","None","None",0,"WD","Normal",2008-06-01
1155,"Unf",2,492,"TA","TA","Y",60,84,0,0,273,0,"None","GdPrv","None",0,"WD","Normal",2008-05-01
1156,"RFn",2,528,"TA","TA","Y",0,21,0,0,180,0,"None","None","None",0,"WD","Normal",2007-07-01
1157,"RFn",2,502,"TA","TA","Y",0,92,0,96,0,0,"None","MnPrv","None",0,"WD","Normal",2008-10-01
1158,"RFn",2,626,"TA","TA","Y",172,62,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
1159,"RFn",3,830,"TA","TA","Y",0,24,0,0,0,0,"None","None","None",0,"ConLD","Partial",2008-06-01
1160,"RFn",2,540,"Gd","TA","Y",0,69,0,0,0,0,"None","None","None",0,"WD","Normal",2008-07-01
1161,"Unf",2,440,"TA","TA","Y",26,0,0,0,0,0,"None","None","None",0,"WD","Normal",2010-07-01
1162,"Unf",2,924,"TA","TA","Y",108,0,0,216,0,0,"None","None","None",0,"WD","Normal",2008-11-01
1163,"Fin",2,450,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-05-01
1164,"Unf",2,400,"Fa","TA","Y",120,0,0,0,0,0,"None","None","None",0,"WD","Alloca",2008-01-01
1165,"Unf",2,588,"TA","TA","Y",168,180,0,0,0,0,"None","None","None",0,"WD","Normal",2007-06-01
1166,"RFn",2,644,"TA","TA","Y",0,114,0,0,0,0,"None","None","None",0,"New","Partial",2009-09-01
1167,"RFn",3,776,"TA","TA","Y",160,33,0,0,0,0,"None","None","None",0,"WD","Normal",2010-02-01
1168,"Fin",2,472,"TA","TA","Y",0,38,0,0,0,0,"None","None","None",0,"WD","Normal",2006-02-01
1169,"Unf",2,540,"TA","TA","Y",0,0,0,0,90,0,"None","None","None",0,"WD","Normal",2008-07-01
1170,"Fin",3,807,"TA","TA","Y",361,76,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
1171,"Fin",1,358,"TA","TA","Y",203,0,0,0,0,576,"Gd","GdPrv","None",0,"WD","Normal",2008-07-01
1172,"RFn",2,433,"TA","TA","Y",0,0,0,0,288,0,"None","None","Shed",1400,"WD","Normal",2008-11-01
1173,"Fin",2,625,"TA","TA","Y",0,54,0,0,0,0,"None","None","None",0,"WD","Normal",2008-03-01
1174,"None",0,0,"None","None","Y",122,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2007-03-01
1175,"Unf",2,360,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-07-01
1176,"Fin",2,541,"TA","TA","Y",0,33,0,0,0,0,"None","None","None",0,"WD","Normal",2007-04-01
1177,"Unf",1,264,"TA","TA","Y",362,0,0,0,0,0,"None","MnPrv","None",0,"WD","Normal",2008-10-01
1178,"Unf",1,210,"TA","TA","N",0,0,116,0,0,0,"None","None","None",0,"WD","Normal",2009-12-01
1179,"Unf",1,186,"Fa","TA","Y",192,0,102,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
1180,"None",0,0,"None","None","N",0,36,190,0,0,0,"None","None","None",0,"WD","Normal",2006-04-01
1181,"Fin",2,693,"TA","TA","Y",0,0,0,0,0,0,"None","GdPrv","None",0,"WD","Normal",2006-04-01
1182,"Fin",2,482,"TA","TA","Y",162,53,0,153,0,0,"None","None","None",0,"New","Partial",2008-11-01
1183,"Fin",3,813,"TA","TA","Y",171,78,0,0,0,555,"Ex","MnPrv","None",0,"WD","Abnorml",2007-07-01
1184,"Unf",2,720,"TA","TA","Y",229,0,0,0,0,0,"None","None","None",0,"WD","Normal",2006-06-01
1185,"RFn",3,995,"TA","TA","Y",0,263,0,0,263,0,"None","None","None",0,"WD","Normal",2007-05-01
1186,"Unf",1,392,"TA","TA","Y",0,0,236,0,0,0,"None","None","None",0,"WD","Normal",2006-03-01
1187,"Unf",2,420,"Fa","Fa","Y",0,74,0,0,0,0,"None","None","None",0,"WD","Abnorml",2009-08-01
1188,"RFn",3,757,"TA","TA","Y",0,114,192,0,0,0,"None","GdPrv","None",0,"WD","Normal",2006-07-01
1189,"RFn",2,493,"TA","TA","Y",144,68,0,0,0,0,"None","None","None",0,"WD","Normal",2009-07-01
1190,"Fin",2,442,"TA","TA","Y",140,60,0,0,0,0,"None","None","None",0,"WD","Normal",2010-06-01
1191,"Fin",4,1356,"TA","TA","Y",439,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-03-01
1192,"Unf",2,492,"TA","TA","Y",206,0,0,0,0,0,"None","None","None",0,"WD","Normal",2007-11-01
1193,"Unf",1,250,"TA","Fa","P",0,0,84,0,0,0,"None","GdWo","None",0,"WD","Normal",2007-07-01
1194,"Fin",2,402,"TA","TA","Y",0,304,0,0,0,0,"None","None","None",0,"WD","Normal",2009-06-01
