"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
53,"90","Othr",110,8472,"Grvl","None","IRG","Bnk","AllPub","NotCulD","Othr","Lowest","High","Norm","fmCon","Med","5","5",1963,1963,"Low","Low","Med","Low","None",0,"Fa","TA","Stone","Gd","High","Gd","Low",104,"GLQ",712,0,816,"GasA","Med","N","High",816,0,0,816,1,0,1,0,2,1,"TA",5,"High",0,"Low","Low",1963,"Unf",2,516,"TA","TA","Y",106,0,0,0,0,0,"Low","None","None",0,5,2010,"Med","Med_High",110000
54,"20","RL",68,50271,"Pave","None","IRG","Low","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","Med","9","5",1981,1987,"Low","High","Med","Low","None",0,"Gd","TA","Stone","Ex","High","Gd","High",1810,"Unf",0,32,1842,"GasA","Med","Y","High",1842,0,0,1842,2,0,0,1,0,1,"Gd",5,"High",1,"TA","High",1981,"Fin",3,894,"TA","TA","Y",857,72,0,0,0,0,"Low","None","None",0,11,2006,"Med","Med_High",385000
55,"80","RL",60,7134,"Pave","None","Reg","Bnk","AllPub","NotCulD","Othr","Med_Low","Med","Norm","Fam","Med","5","5",1955,1955,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Med",384,"Unf",0,0,384,"GasA","Med","Y","High",1360,0,0,1360,0,0,1,0,3,1,"TA",6,"Med",1,"TA","Med",1962,"Unf",2,572,"TA","TA","Y",0,50,0,0,0,0,"Low","Med","None",0,2,2007,"Med","Med_High",130000
56,"20","RL",100,10175,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","6","5",1964,1964,"Low","Low","High","Med","BrkFace",272,"TA","TA","Stone","TA","High","No","Low",490,"Unf",0,935,1425,"GasA","Med","Y","High",1425,0,0,1425,0,0,2,0,3,1,"TA",7,"High",1,"TA","High",1964,"RFn",2,576,"TA","TA","Y",0,0,0,407,0,0,"Low","None","None",0,7,2008,"Med","Med_High",180500
57,"160","FV",24,2645,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","fmCon","High","8","5",1999,2000,"Low","Low","Med","Low","BrkFace",456,"Gd","TA","Other","Gd","High","No","High",649,"Unf",0,321,970,"GasA","Ex","Y","High",983,756,0,1739,1,0,2,1,3,1,"Gd",7,"High",0,"Low","High",1999,"Fin",2,480,"TA","TA","Y",115,0,0,0,0,0,"Low","None","None",0,8,2009,"Med","Med",172500
58,"60","RL",89,11645,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","High","7","5",2004,2004,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","No","Med",0,"Unf",0,860,860,"GasA","Ex","Y","High",860,860,0,1720,0,0,2,1,3,1,"Gd",7,"High",0,"Low","High",2004,"RFn",2,565,"TA","TA","Y",0,70,0,0,0,0,"Low","None","None",0,8,2006,"Med","Med_High",196500
59,"60","RL",66,13682,"Pave","None","IRG","HLS","AllPub","CulD","Gtl","Lux","Med","Norm","Fam","High","10","5",2006,2006,"Med","Low","VinylSd","VinylSd","BrkFace",1031,"Ex","TA","Other","Ex","High","Gd","Med",0,"Unf",0,1410,1410,"GasA","Ex","Y","High",1426,1519,0,2945,0,0,3,1,3,1,"Gd",10,"High",1,"TA","Highest",2006,"Fin",3,641,"TA","TA","Y",192,0,37,0,0,0,"Low","None","None",0,10,2006,"High","High",438780
60,"20","RL",60,7200,"Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","5","7",1972,1972,"Low","Low","High","Med","None",0,"TA","TA","Stone","TA","High","Med","Med",632,"Unf",0,148,780,"GasA","Ex","Y","High",780,0,0,780,0,0,1,0,2,1,"TA",4,"High",0,"Low","Med",1973,"Unf",1,352,"TA","TA","Y",196,0,0,0,0,0,"Low","Med","None",0,1,2008,"Med","Med_High",124900
61,"20","RL",63,13072,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","RRAe","Norm","Fam","Med","6","5",2004,2004,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","Med",941,"Unf",0,217,1158,"GasA","Ex","Y","High",1158,0,0,1158,1,0,1,1,3,1,"Gd",5,"High",0,"Low","Med",2006,"Unf",2,576,"TA","TA","Y",0,50,0,0,0,0,"Low","None","None",0,5,2006,"High","High",158000
62,"75","Othr",60,7200,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","Fam","Low","5","7",1920,1996,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","Med","No","Med",0,"Unf",0,530,530,"GasA","Med","N","High",581,530,0,1111,0,0,1,0,3,1,"Fa",6,"High",0,"Low","Med",1935,"Unf",1,288,"TA","TA","N",0,0,144,0,0,0,"Low","None","None",0,3,2007,"Med","Med_High",101000
63,"120","RL",44,6442,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","Med","8","5",2006,2006,"Low","Low","VinylSd","VinylSd","Stone",178,"Gd","TA","Other","Gd","High","Med","High",24,"Unf",0,1346,1370,"GasA","Ex","Y","High",1370,0,0,1370,0,0,2,0,2,1,"Gd",6,"High",1,"TA","High",2006,"RFn",2,484,"TA","TA","Y",120,49,0,0,0,0,"Low","None","None",0,10,2007,"Med","Med_High",202500
64,"70","Othr",50,10300,"Pave","None","IRG","Bnk","AllPub","NotCulD","Gtl","Low","Med","Feedr","Fam","High","7","6",1921,1950,"Low","Low","High","Low","None",0,"TA","TA","BrkTil","TA","High","No","Med",0,"Unf",0,576,576,"GasA","Med","Y","High",902,808,0,1710,0,0,2,0,3,1,"TA",9,"High",0,"Low","Med",1990,"Unf",2,480,"TA","TA","Y",12,11,64,0,0,0,"Low","High","None",0,4,2010,"Med","Med_High",140000
65,"60","RL",68.4481361014207,9375,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","High","7","5",1997,1998,"Low","Low","VinylSd","VinylSd","BrkFace",573,"TA","TA","Other","Gd","High","No","High",739,"Unf",0,318,1057,"GasA","Ex","Y","High",1057,977,0,2034,1,0,2,1,3,1,"Gd",8,"High",0,"Low","High",1998,"RFn",2,645,"TA","TA","Y",576,36,0,0,0,0,"Low","High","None",0,2,2009,"Med","Med_High",219500
66,"60","RL",76,9591,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","High","8","5",2004,2005,"Low","Low","VinylSd","VinylSd","BrkFace",344,"Gd","TA","Other","Ex","High","Med","Med",0,"Unf",0,1143,1143,"GasA","Ex","Y","High",1143,1330,0,2473,0,0,2,1,4,1,"Gd",9,"High",1,"TA","Highest",2004,"RFn",3,852,"TA","TA","Y",192,151,0,0,0,0,"Low","None","None",0,10,2007,"Med","Med_High",317000
67,"20","RL",96.1550813343452,19900,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","High","Norm","Fam","Med","7","5",1970,1989,"Low","Low","Highest","Med","BrkFace",287,"TA","TA","Stone","Gd","High","Gd","High",912,"Unf",0,1035,1947,"GasA","Med","Y","High",2207,0,0,2207,1,0,2,0,3,1,"TA",7,"Med",1,"TA","High",1970,"RFn",2,576,"TA","TA","Y",301,0,0,0,0,0,"Low","None","None",0,7,2010,"Med","Med_High",180000
68,"20","RL",72,10665,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","7","5",2003,2003,"Low","Low","VinylSd","VinylSd","BrkFace",167,"Gd","TA","Other","Gd","High","Med","High",1013,"Unf",0,440,1453,"GasA","Ex","Y","High",1479,0,0,1479,1,0,2,0,3,1,"Gd",7,"High",0,"Low","High",2003,"RFn",2,558,"TA","TA","Y",144,29,0,0,0,0,"Low","None","None",0,6,2007,"Med","Med_High",226000
69,"30","Othr",47,4608,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Low","Norm","Fam","Med","4","6",1945,1950,"Low","Low","Med","Low","None",0,"TA","Gd","Stone","TA","High","No","Med",0,"Unf",0,747,747,"GasA","Med","Y","High",747,0,0,747,0,0,1,0,2,1,"TA",4,"High",0,"Low","High",1945,"Unf",1,220,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,6,2010,"Med","Med_High",80000
70,"50","RL",81,15593,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Low","7","4",1953,1953,"Low","Low","Highest","Lowest","None",0,"Gd","TA","Stone","TA","High","No","Low",603,"Unf",0,701,1304,"GasW","Med","Y","High",1304,983,0,2287,0,0,2,0,3,1,"TA",7,"High",1,"TA","High",1953,"Fin",2,667,"TA","TA","Y",0,21,114,0,0,0,"Low","None","None",0,7,2006,"Med","Med_High",225000
71,"20","RL",95,13651,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","7","6",1973,1973,"Low","Low","Highest","Med","BrkFace",1115,"TA","Gd","Stone","Gd","High","Gd","Med",1880,"Unf",0,343,2223,"GasA","Ex","Y","High",2223,0,0,2223,1,0,2,0,3,1,"TA",8,"High",2,"TA","High",1973,"Fin",2,516,"TA","TA","Y",300,0,0,0,0,0,"Low","None","None",0,2,2007,"Med","Med_High",244000
72,"20","RL",69,7599,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med","Med","Norm","Fam","Med","4","6",1982,2006,"Low","Low","High","Med","None",0,"TA","TA","Stone","TA","High","No","Med",565,"Unf",0,280,845,"GasA","Med","Y","High",845,0,0,845,1,0,1,0,2,1,"TA",4,"High",0,"Low","Med",1987,"Unf",2,360,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,6,2007,"Med","Med_High",129500
73,"60","RL",74,10141,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","7","5",1998,1998,"Low","Low","VinylSd","VinylSd","BrkFace",40,"TA","TA","Other","Gd","High","No","Med",0,"Unf",0,832,832,"GasA","Med","Y","High",885,833,0,1718,0,0,2,1,3,1,"TA",7,"High",1,"TA","High",1998,"Fin",2,427,"TA","TA","Y",0,94,0,0,291,0,"Low","None","None",0,12,2009,"Med","Med_High",185000
74,"20","RL",85,10200,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","5","7",1954,2003,"Low","Low","Med","Low","BrkFace",104,"TA","TA","Stone","TA","High","No","Med",320,"BLQ",362,404,1086,"GasA","Med","Y","High",1086,0,0,1086,1,0,1,0,3,1,"TA",6,"High",0,"Low","High",1989,"Unf",2,490,"TA","TA","Y",0,0,0,0,0,0,"Low","Med","None",0,5,2010,"Med","Med_High",144900
75,"50","Othr",60,5790,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","High","3","6",1915,1950,"Low","Low","VinylSd","VinylSd","None",0,"Gd","Gd","Stone","None","High","No","Med",0,"Unf",0,840,840,"GasA","Med","N","High",840,765,0,1605,0,0,2,0,3,2,"TA",8,"High",0,"Low","Med",1915,"Unf",1,379,"TA","TA","Y",0,0,202,0,0,0,"Low","None","None",0,5,2010,"Med","Med_High",107400
76,"180","Othr",21,1596,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","fmCon","Med","4","5",1973,1973,"Low","Low","CemntBd","Highest","None",0,"TA","TA","Stone","Gd","High","Gd","High",462,"Unf",0,0,462,"GasA","Med","Y","High",526,462,0,988,1,0,1,0,2,1,"TA",5,"High",0,"Low","Highest",1973,"Unf",1,297,"TA","TA","Y",120,101,0,0,0,0,"Low","Med","None",0,11,2009,"Med","Med_High",91000
77,"20","RL",66.0788961290091,8475,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","4","7",1956,1956,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Stone","TA","High","No","Med",228,"Unf",0,724,952,"GasA","Ex","Y","Med",952,0,0,952,0,0,1,0,2,1,"TA",4,"High",0,"Low","Med",1956,"Unf",1,283,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,4,2008,"Med","Med_High",135750
78,"50","Othr",50,8635,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Low","5","5",1948,2001,"Low","Low","Med","Low","None",0,"TA","TA","Stone","TA","High","No","Low",336,"GLQ",41,295,672,"GasA","Med","Y","High",1072,213,0,1285,1,0,1,0,2,1,"TA",6,"Med",0,"Low","Med",1948,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,"Low","Med","None",0,1,2008,"Med","Med_High",127000
79,"90","RL",72,10778,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","fmCon","Med","4","5",1968,1968,"Med","Low","High","Med","None",0,"TA","TA","Stone","TA","High","No","Med",0,"Unf",0,1768,1768,"GasA","Med","N","High",1768,0,0,1768,0,0,2,0,4,2,"TA",8,"High",0,"Low","Low",9999,"None",0,0,"None","None","Y",0,0,0,0,0,0,"Low","None","None",0,4,2010,"Med","Med_High",136500
80,"50","Othr",60,10440,"Pave","Grvl","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","High","5","6",1910,1981,"Low","Low","Med","Low","None",0,"TA","TA","Other","TA","High","No","Med",0,"Unf",0,440,440,"GasA","Med","Y","High",682,548,0,1230,0,0,1,1,2,1,"TA",5,"High",0,"Low","Med",1966,"Unf",2,440,"TA","TA","Y",74,0,128,0,0,0,"Low","Med","None",0,5,2009,"Med","Med_High",110000
81,"60","RL",100,13000,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","High","6","6",1968,1968,"Low","Low","VinylSd","VinylSd","BrkFace",576,"TA","Gd","Stone","Gd","High","No","Low",448,"Unf",0,448,896,"GasA","Med","Y","High",1182,960,0,2142,0,0,2,1,4,1,"Gd",8,"High",1,"TA","High",1968,"Fin",1,509,"TA","TA","Y",0,72,0,0,252,0,"Low","None","None",0,6,2009,"Med","Med_High",193500
82,"120","Othr",32,4500,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med","Med","Norm","Fam","Med","6","5",1998,1998,"Med","Low","VinylSd","VinylSd","BrkFace",443,"TA","Gd","Other","Ex","High","No","High",1201,"Unf",0,36,1237,"GasA","Ex","Y","High",1337,0,0,1337,1,0,2,0,2,1,"TA",5,"High",0,"Low","High",1998,"Fin",2,405,"TA","TA","Y",0,199,0,0,0,0,"Low","None","None",0,3,2006,"Med","Med_High",153500
83,"20","RL",78,10206,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","Med","8","5",2007,2007,"Low","Low","VinylSd","VinylSd","Stone",468,"TA","TA","Other","Gd","High","No","High",33,"Unf",0,1530,1563,"GasA","Ex","Y","High",1563,0,0,1563,0,0,2,0,3,1,"Gd",6,"High",1,"TA","High",2007,"RFn",3,758,"TA","TA","Y",144,99,0,0,0,0,"Low","None","None",0,10,2008,"Med","Med_High",245000
84,"20","RL",80,8892,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","5","5",1960,1960,"Low","Low","Med","Low","None",66,"TA","TA","Stone","TA","High","No","Med",0,"Unf",0,1065,1065,"GasA","Med","Y","High",1065,0,0,1065,0,0,1,1,3,1,"TA",6,"High",0,"Low","Med",1974,"Unf",2,461,"TA","TA","Y",74,0,0,0,0,0,"Low","None","None",0,7,2007,"Med","Med_High",126500
85,"80","RL",66.2236830162121,8530,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","Med","7","5",1995,1996,"Low","Low","High","Med","BrkFace",22,"TA","TA","Other","Gd","High","No","Med",0,"Unf",0,384,384,"GasA","Med","Y","High",804,670,0,1474,0,0,2,1,3,1,"TA",7,"High",1,"TA","Highest",1995,"Fin",2,400,"TA","TA","Y",120,72,0,0,0,0,"Low","None","Shed",700,5,2009,"Med","Med_High",168500
86,"60","RL",121,16059,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lux","Med","Norm","Fam","High","8","5",1991,1992,"Med","Low","High","Med","BrkFace",284,"Gd","TA","Stone","Gd","High","No","Med",0,"Unf",0,1288,1288,"GasA","Ex","Y","High",1301,1116,0,2417,0,0,2,1,4,1,"Gd",9,"High",1,"TA","High",1991,"Unf",2,462,"TA","TA","Y",127,82,0,0,0,0,"Low","None","None",0,4,2006,"Med","Med_High",260000
87,"60","RL",122,11911,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","6","5",2005,2005,"Low","Low","VinylSd","VinylSd","None",0,"Gd","TA","Other","Gd","High","Med","Med",0,"Unf",0,684,684,"GasA","Ex","Y","High",684,876,0,1560,0,0,2,1,3,1,"Gd",6,"High",1,"TA","Highest",2005,"Fin",2,400,"TA","TA","Y",100,38,0,0,0,0,"Low","None","None",0,3,2009,"Med","Med_High",174000
88,"160","FV",40,3951,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","High","6","5",2009,2009,"Low","Low","VinylSd","VinylSd","Stone",76,"Gd","TA","Other","Gd","High","Med","Med",0,"Unf",0,612,612,"GasA","Ex","Y","High",612,612,0,1224,0,0,2,1,2,1,"Gd",4,"High",0,"Low","Med",2009,"RFn",2,528,"TA","TA","Y",0,234,0,0,0,0,"Low","None","None",0,6,2009,"High","High",164500
89,"50","C (all)",105,8470,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Lowest","Low","Feedr","Fam","Low","3","Low",1915,1982,"Med","Low","Highest","Med","None",0,"Fa","Po","Stone","TA","Med","No","Med",0,"Unf",0,1013,1013,"GasA","Med","N","High",1013,0,513,1526,0,0,1,0,2,1,"Fa",6,"High",0,"Low","Low",9999,"None",0,0,"None","None","N",0,0,156,0,0,0,"Low","Med","None",0,10,2009,"Med","Med",85000
90,"20","RL",60,8070,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","4","5",1994,1995,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","High",588,"Unf",0,402,990,"GasA","Ex","Y","High",990,0,0,990,1,0,1,0,3,1,"TA",5,"High",0,"Low","Low",9999,"None",0,0,"None","None","Y",0,0,0,0,0,0,"Low","None","None",0,8,2007,"Med","Med_High",123600
91,"20","RL",60,7200,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","4","5",1950,1950,"Low","Low","Highest","Low","None",0,"TA","TA","Slab","None","Med","None","None",0,"None",0,0,0,"GasA","Med","Y","Med",1040,0,0,1040,0,0,1,0,2,1,"TA",4,"High",0,"Low","Med",1950,"Unf",2,420,"TA","TA","Y",0,29,0,0,0,0,"Low","None","None",0,7,2006,"Med","Med_High",109900
92,"20","RL",85,8500,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","5","Low",1961,1961,"Med","Low","High","Med","None",203,"TA","TA","Stone","TA","High","No","Low",600,"Unf",0,635,1235,"GasA","Med","Y","High",1235,0,0,1235,0,0,1,0,2,1,"TA",6,"High",0,"Low","High",1961,"Unf",2,480,"TA","TA","Y",0,0,0,0,0,0,"Low","Med","None",0,12,2006,"Med","Med",98600
93,"30","RL",80,13360,"Pave","Grvl","IRG","HLS","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","5","7",1921,2006,"Low","Low","Med","Low","None",0,"TA","Gd","BrkTil","Gd","High","No","Med",713,"Unf",0,163,876,"GasA","Ex","Y","High",964,0,0,964,1,0,1,0,2,1,"TA",5,"High",0,"Low","Med",1921,"Unf",2,432,"TA","TA","Y",0,0,44,0,0,0,"Low","None","None",0,8,2009,"Med","Med_High",163500
94,"190","C (all)",60,7200,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","fmCon","Low","6","6",1910,1998,"Med","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","Med","Med","Low",1046,"Unf",0,168,1214,"GasW","Ex","N","High",1260,1031,0,2291,0,1,2,0,4,2,"TA",9,"High",1,"TA","Med",1900,"Unf",2,506,"TA","TA","Y",0,0,0,0,99,0,"Low","None","None",0,11,2007,"Med","Med_High",133900
95,"60","RL",69,9337,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","High","6","5",1997,1997,"Low","Low","VinylSd","VinylSd","None",0,"TA","Gd","Other","Gd","High","No","High",648,"Unf",0,176,824,"GasA","Ex","Y","High",905,881,0,1786,1,0,2,1,3,1,"Gd",7,"High",0,"Low","High",1997,"RFn",2,684,"TA","TA","Y",0,162,0,0,0,0,"Low","None","None",0,5,2007,"Med","Med_High",204750
96,"60","RL",69.4748067561324,9765,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","6","8",1993,1993,"Low","Low","VinylSd","VinylSd","BrkFace",68,"Ex","Gd","Other","Gd","High","No","Med",310,"Unf",0,370,680,"GasA","Med","Y","High",680,790,0,1470,0,0,2,1,3,1,"TA",6,"High",1,"TA","Highest",1993,"Fin",2,420,"TA","TA","Y",232,63,0,0,0,0,"Low","None","Shed",480,4,2009,"Med","Med_High",185000
97,"20","RL",78,10264,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","7","5",1999,1999,"Low","Low","VinylSd","VinylSd","BrkFace",183,"Gd","TA","Other","Gd","High","Med","Med",1162,"Unf",0,426,1588,"GasA","Ex","Y","High",1588,0,0,1588,0,0,2,0,3,1,"Gd",6,"High",0,"Low","High",1999,"RFn",2,472,"TA","TA","Y",158,29,0,0,0,0,"Low","None","None",0,8,2006,"Med","Med_High",214000
98,"20","RL",73,10921,"Pave","None","Reg","HLS","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","4","5",1965,1965,"Med","Low","High","Med","BrkFace",48,"TA","TA","Stone","TA","High","No","Low",520,"Unf",0,440,960,"GasA","Med","Y","Med",960,0,0,960,1,0,1,0,3,1,"TA",6,"High",0,"Low","High",1965,"Fin",1,432,"TA","TA","P",120,0,0,0,0,0,"Low","None","None",0,5,2007,"Med","Med_High",94750
99,"30","RL",85,10625,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Low","Med","Norm","Fam","Med","5","5",1920,1950,"Low","Low","Med","Low","None",0,"TA","TA","BrkTil","TA","High","No","Med",108,"Unf",0,350,458,"GasA","Med","N","High",835,0,0,835,0,0,1,0,2,1,"TA",5,"High",0,"Low","Med",1920,"Unf",1,366,"Fa","TA","Y",0,0,77,0,0,0,"Low","None","Shed",400,5,2010,"Med","Med",83000
100,"20","RL",77,9320,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_Low","Med","Norm","Fam","Med","4","5",1959,1959,"Low","Low","Highest","Med","None",0,"TA","TA","Stone","TA","High","No","Med",569,"Unf",0,381,950,"GasA","Med","Y","High",1225,0,0,1225,1,0,1,1,3,1,"TA",6,"High",0,"Low","Low",9999,"None",0,0,"None","None","Y",352,0,0,0,0,0,"Low","None","Shed",400,1,2010,"Med","Med_High",128950
101,"20","RL",71.6808324193334,10603,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","Med","6","7",1977,2001,"Low","Low","Highest","Med","BrkFace",28,"TA","TA","Other","TA","High","Med","Med",1200,"Unf",0,410,1610,"GasA","Med","Y","High",1610,0,0,1610,1,0,2,0,3,1,"Gd",6,"High",2,"TA","High",1977,"RFn",2,480,"TA","TA","Y",168,68,0,0,0,0,"Low","None","None",0,2,2010,"Med","Med_High",205000
102,"60","RL",77,9206,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","True_Med","Med","Norm","Fam","High","6","5",1985,1985,"Low","Low","High","Med","BrkFace",336,"Gd","TA","Stone","Gd","High","No","Med",0,"Unf",0,741,741,"GasA","Med","Y","High",977,755,0,1732,0,0,2,1,3,1,"Gd",7,"High",1,"TA","High",1985,"Fin",2,476,"TA","TA","Y",192,46,0,0,0,0,"Low","None","None",0,6,2010,"Med","Med_High",178000
103,"90","RL",64,7018,"Pave","None","Reg","Bnk","AllPub","NotCulD","Gtl","True_Med","Med","Norm","fmCon","Med","5","5",1979,1979,"Low","Low","High","Med","None",0,"TA","Po","Slab","None","Med","None","None",0,"None",0,0,0,"GasA","Med","Y","High",1535,0,0,1535,0,0,2,0,4,2,"TA",8,"High",0,"Low","High",1979,"Unf",2,410,"TA","TA","Y",0,0,0,0,0,0,"Low","None","None",0,6,2009,"Med","Med",118964
104,"20","RL",94,10402,"Pave","None","IRG","Lvl","AllPub","NotCulD","Gtl","Med_High","Med","Norm","Fam","Med","7","5",2009,2009,"Low","Low","VinylSd","VinylSd","None",0,"TA","TA","Other","Gd","High","No","Med",0,"Unf",0,1226,1226,"GasA","Ex","Y","High",1226,0,0,1226,0,0,2,0,3,1,"Gd",6,"High",0,"Low","High",2009,"RFn",3,740,"TA","TA","Y",0,36,0,0,0,0,"Low","None","None",0,5,2010,"Med","Med_High",198900
105,"50","Othr",64.1914016176546,7758,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","Lowest","Med","Norm","Fam","Low","7","4",1931,1950,"Low","Low","High","Low","BrkFace",600,"TA","Po","Other","TA","High","No","Low",224,"Unf",0,816,1040,"GasA","Ex","Y","Med",1226,592,0,1818,0,0,1,1,4,1,"TA",7,"High",2,"TA","Med",1951,"Unf",1,240,"TA","TA","Y",0,0,0,0,184,0,"Low","None","None",0,6,2007,"Med","Med_High",169500
106,"60","FV",75,9375,"Pave","None","Reg","Lvl","AllPub","NotCulD","Gtl","High","Med","Norm","Fam","High","8","5",2003,2004,"Med","Low","VinylSd","VinylSd","BrkFace",768,"Gd","TA","Other","Ex","High","No","Med",0,"Unf",0,1053,1053,"GasA","Ex","Y","High",1053,939,0,1992,0,0,2,1,3,1,"Gd",9,"High",1,"TA","High",2003,"RFn",2,648,"TA","TA","Y",140,45,0,0,0,0,"Low","None","None",0,8,2008,"Med","Med_High",250000
